1589418061.245825695 1 spotify.com spotify.com 166
1589418061.281086002 1 www.spotify.com edge-web.dual-gslb.spotify.com 40
1589418061.281086002 2 edge-web.dual-gslb.spotify.com www.spotify.com 85
1589418061.483561351 1 www.scdn.co scdnco.spotify.map.fastly.net 3
1589418061.483561351 2 scdnco.spotify.map.fastly.net www.scdn.co 29
1589418061.725557365 1 country-flags.scdn.co scdnco.spotify.map.fastly.net 162
1589418061.725557365 2 scdnco.spotify.map.fastly.net country-flags.scdn.co 29
1589418061.833033158 1 www.googleoptimize.com www.googleoptimize.com 299
1589418061.834882739 1 www.googletagmanager.com www-googletagmanager.l.google.com 21599
1589418061.834882739 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589418061.837596370 1 www.fastly-insights.com h1.fastlyanalytics.map.fastly.net 21495
1589418061.837596370 2 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589418061.837596370 3 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589418061.837596370 4 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589418061.837596370 5 h1.fastlyanalytics.map.fastly.net www.fastly-insights.com 29
1589418062.084283641 1 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589418062.084283641 2 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589418062.084283641 3 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589418062.084283641 4 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589418062.423923760 1 fastly-insights.com fastly-insights.com 91
1589418062.423923760 2 fastly-insights.com fastly-insights.com 91
1589418062.423923760 3 fastly-insights.com fastly-insights.com 91
1589418062.423923760 4 fastly-insights.com fastly-insights.com 91
1589418062.549219359 1 pixel-static.spotify.com edge-web.dual-gslb.spotify.com 271
1589418062.549219359 2 edge-web.dual-gslb.spotify.com pixel-static.spotify.com 148
1589418062.567312850 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589418062.567312850 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589418062.592506235 1 connect.facebook.net scontent.xx.fbcdn.net 122
1589418062.592506235 2 scontent.xx.fbcdn.net connect.facebook.net 3
1589418062.607432374 1 static.hotjar.com static.hotjar.com.c.section.io 227
1589418062.607432374 2 static.hotjar.com.c.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 252
1589418062.607432374 3 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 4 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 5 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 6 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 7 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 8 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 9 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 117
1589418062.607432374 10 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io static.hotjar.com 117
1589418062.628347973 1 4721227.fls.doubleclick.net dart.l.doubleclick.net 21599
1589418062.628347973 2 dart.l.doubleclick.net 4721227.fls.doubleclick.net 299
