1589442363.630207377 1 sina.com.cn sina.com.cn 59
1589442365.042365434 1 www.sina.com.cn spool.grid.sinaedge.com 59
1589442365.042365434 2 spool.grid.sinaedge.com www.sina.com.cn 59
1589442367.219384913 1 news.sina.com.cn spool.grid.sinaedge.com 59
1589442367.219384913 2 spool.grid.sinaedge.com news.sina.com.cn 59
1589442367.256645675 1 n.sinaimg.cn nsinaimg.gslb.sinaedge.com 59
1589442367.256645675 2 nsinaimg.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589442367.256645675 3 kln.grid.sinaedge.com ww1.sinaimg.cn.w.alikunlun.com 59
1589442367.256645675 4 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 5 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 6 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 7 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 8 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 9 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 10 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 1
1589442367.256645675 11 ww1.sinaimg.cn.w.alikunlun.com n.sinaimg.cn 1
1589442367.267207020 1 d3.sina.com.cn adiwlbs.gslb.sinaedge.com 59
1589442367.267207020 2 adiwlbs.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589442367.267207020 3 kln.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589442367.267207020 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 18
1589442367.267207020 5 e4141.dscb.akamaiedge.net d3.sina.com.cn 19
1589442367.372153558 1 n3.sinaimg.cn nsinaimg.gslb.sinaedge.com 59
1589442367.372153558 2 nsinaimg.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589442367.372153558 3 kln.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589442367.372153558 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 299
1589442367.372153558 5 e4141.dscb.akamaiedge.net n3.sinaimg.cn 19
1589442367.814635503 1 i.sso.sina.com.cn spool.grid.sinaedge.com 59
1589442367.814635503 2 spool.grid.sinaedge.com i.sso.sina.com.cn 57
1589442368.112583856 1 sbeacon.sina.com.cn sbeacon.sina.com.cn 59
1589442368.112583856 2 sbeacon.sina.com.cn sbeacon.sina.com.cn 59
1589442368.493912454 1 i0.sinaimg.cn adiwlbs.gslb.sinaedge.com 599
1589442368.493912454 2 adiwlbs.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589442368.493912454 3 kln.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589442368.493912454 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 112
1589442368.493912454 5 e4141.dscb.akamaiedge.net i0.sinaimg.cn 19
1589442368.651931089 1 src.leju.com src.leju.com.bsclink.cn 59
1589442368.651931089 2 src.leju.com.bsclink.cn u9551.v.bsclink.cn 1199
1589442368.651931089 3 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 4 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 5 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 6 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 7 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 8 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
1589442368.651931089 9 u9551.v.bsclink.cn u9551.v.bsclink.cn 117
