1589322294.165764017 1 sina.com.cn sina.com.cn 59
1589322295.360803180 1 www.sina.com.cn spool.grid.sinaedge.com 59
1589322295.360803180 2 spool.grid.sinaedge.com www.sina.com.cn 59
1589322297.285936582 1 news.sina.com.cn spool.grid.sinaedge.com 59
1589322297.285936582 2 spool.grid.sinaedge.com news.sina.com.cn 59
1589322297.306866112 1 n.sinaimg.cn nsinaimg.gslb.sinaedge.com 59
1589322297.306866112 2 nsinaimg.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589322297.306866112 3 kln.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589322297.306866112 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 221
1589322297.306866112 5 e4141.dscb.akamaiedge.net n.sinaimg.cn 19
1589322297.321402924 1 d3.sina.com.cn adiwlbs.gslb.sinaedge.com 59
1589322297.321402924 2 adiwlbs.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589322297.321402924 3 kln.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589322297.321402924 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 292
1589322297.321402924 5 e4141.dscb.akamaiedge.net d3.sina.com.cn 19
1589322297.589740761 1 n3.sinaimg.cn nsinaimg.gslb.sinaedge.com 59
1589322297.589740761 2 nsinaimg.gslb.sinaedge.com kln.grid.sinaedge.com 59
1589322297.589740761 3 kln.grid.sinaedge.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 4 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 5 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 6 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 7 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 8 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 9 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 10 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 59
1589322297.589740761 11 ww1.sinaimg.cn.w.alikunlun.com n3.sinaimg.cn 59
1589322297.876683078 1 image.sinajs.cn imagesinajs.gslb.sinaedge.com 29
1589322297.876683078 2 imagesinajs.gslb.sinaedge.com kln.grid.sinaedge.com 29
1589322297.876683078 3 kln.grid.sinaedge.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 4 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 5 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 6 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 7 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 8 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 9 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 10 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 29
1589322297.876683078 11 ww1.sinaimg.cn.w.alikunlun.com image.sinajs.cn 29
1589322297.886541448 1 i.sso.sina.com.cn spool.grid.sinaedge.com 59
