1589291389.355359856 1 imgur.com imgur.com 21599
1589291389.443963913 1 accounts.google.com accounts.google.com 299
1589291389.985653761 1 s.imgur.com ipv4.imgur.map.fastly.net 11686
1589291389.985653761 2 ipv4.imgur.map.fastly.net s.imgur.com 29
1589291389.993448627 1 www.googletagmanager.com www-googletagmanager.l.google.com 21599
1589291389.993448627 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589291390.275952207 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589291390.275952207 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589291390.359063710 1 secure.quantserve.com 2kpixel.quantserve.com 299
1589291390.359063710 2 2kpixel.quantserve.com global.px.quantserve.com 21599
1589291390.359063710 3 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 4 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 5 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 6 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 7 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 8 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 9 global.px.quantserve.com global.px.quantserve.com 59
1589291390.359063710 10 global.px.quantserve.com secure.quantserve.com 59
1589291390.359246659 1 connect.facebook.net scontent.xx.fbcdn.net 2195
1589291390.359246659 2 scontent.xx.fbcdn.net connect.facebook.net 59
1589291390.362128824 1 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589291390.362128824 2 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589291390.362128824 3 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589291390.362128824 4 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589291390.376280831 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 16017
1589291390.376280831 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 15922
1589291390.376280831 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589291390.445538400 1 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 462
1589291390.445538400 2 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 462
1589291390.445589066 1 ubuntu.com connectivity-check.ubuntu.com 1504
1589291390.949332637 1 api.amplitude.com api.amplitude.com 49
1589291390.949332637 2 api.amplitude.com api.amplitude.com 49
1589291390.949332637 3 api.amplitude.com api.amplitude.com 49
1589291390.949332637 4 api.amplitude.com api.amplitude.com 49
1589291390.949332637 5 api.amplitude.com api.amplitude.com 49
1589291390.949332637 6 api.amplitude.com api.amplitude.com 49
1589291390.949332637 7 api.amplitude.com api.amplitude.com 49
1589291390.949332637 8 api.amplitude.com api.amplitude.com 49
1589291391.156641331 1 api.imgur.com ipv4.imgur.map.fastly.net 6568
1589291391.156641331 2 ipv4.imgur.map.fastly.net api.imgur.com 29
1589291391.166888984 1 translate.googleapis.com translate.googleapis.com 255
1589291391.217063550 1 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589291391.217063550 2 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589291391.217063550 3 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589291391.217063550 4 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589291391.397885829 1 certify.alexametrics.com certify.alexametrics.com 59
1589291391.397885829 2 certify.alexametrics.com certify.alexametrics.com 59
1589291391.397885829 3 certify.alexametrics.com certify.alexametrics.com 59
1589291391.397885829 4 certify.alexametrics.com certify.alexametrics.com 59
1589291391.414396253 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 14605
1589291391.414396253 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589291391.414396253 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589291391.414396253 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589291391.414396253 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589291391.565122457 1 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589291391.565122457 2 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589291391.565122457 3 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589291391.565122457 4 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589291392.316462610 1 www.facebook.com star-mini.c10r.facebook.com 3488
1589291392.316462610 2 star-mini.c10r.facebook.com www.facebook.com 13
1589291394.198080269 1 clients1.google.com clients.l.google.com 299
1589291394.198080269 2 clients.l.google.com clients1.google.com 299
1589291394.241809247 1 i.imgur.com ipv4.imgur.map.fastly.net 3796
1589291394.241809247 2 ipv4.imgur.map.fastly.net i.imgur.com 29
1589291394.242819194 1 ced.sascdn.com akamai.smartadserver.com.edgesuite.net 522
1589291394.242819194 2 akamai.smartadserver.com.edgesuite.net a1184.g.akamai.net 3367
1589291394.242819194 3 a1184.g.akamai.net a1184.g.akamai.net 19
