1589397340.737050104 1 spotify.com spotify.com 8
1589397340.770050189 1 www.spotify.com edge-web.dual-gslb.spotify.com 84
1589397340.770050189 2 edge-web.dual-gslb.spotify.com www.spotify.com 97
1589397340.983414306 1 www.scdn.co scdnco.spotify.map.fastly.net 299
1589397340.983414306 2 scdnco.spotify.map.fastly.net www.scdn.co 29
1589397341.241793011 1 country-flags.scdn.co scdnco.spotify.map.fastly.net 107
1589397341.241793011 2 scdnco.spotify.map.fastly.net country-flags.scdn.co 29
1589397341.252758670 1 www.googleoptimize.com www.googleoptimize.com 299
1589397341.258361504 1 www.fastly-insights.com h1.fastlyanalytics.map.fastly.net 14987
1589397341.258361504 2 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589397341.258361504 3 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589397341.258361504 4 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589397341.258361504 5 h1.fastlyanalytics.map.fastly.net www.fastly-insights.com 29
1589397341.258996894 1 www.googletagmanager.com www-googletagmanager.l.google.com 18269
1589397341.258996894 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589397341.452446022 1 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589397341.452446022 2 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589397341.452446022 3 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589397341.452446022 4 sp-bootstrap.global.ssl.fastly.net sp-bootstrap.global.ssl.fastly.net 29
1589397341.863372705 1 fastly-insights.com fastly-insights.com 222
1589397341.863372705 2 fastly-insights.com fastly-insights.com 222
1589397341.863372705 3 fastly-insights.com fastly-insights.com 222
1589397341.863372705 4 fastly-insights.com fastly-insights.com 222
1589397341.999507186 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589397341.999507186 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589397342.007375427 1 pixel-static.spotify.com edge-web.dual-gslb.spotify.com 263
1589397342.007375427 2 edge-web.dual-gslb.spotify.com pixel-static.spotify.com 113
1589397342.040456379 1 connect.facebook.net scontent.xx.fbcdn.net 1848
1589397342.040456379 2 scontent.xx.fbcdn.net connect.facebook.net 25
1589397342.081607927 1 4721227.fls.doubleclick.net dart.l.doubleclick.net 21599
1589397342.081607927 2 dart.l.doubleclick.net 4721227.fls.doubleclick.net 299
1589397342.092944148 1 static.hotjar.com static.hotjar.com.c.section.io 276
1589397342.092944148 2 static.hotjar.com.c.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 242
1589397342.092944148 3 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 4 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 5 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 6 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 7 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 8 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 9 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.092944148 10 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io static.hotjar.com 119
1589397342.109758937 1 static.ads-twitter.com platform.twitter.map.fastly.net 4
1589397342.109758937 2 platform.twitter.map.fastly.net static.ads-twitter.com 29
1589397342.114883283 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 13127
1589397342.114883283 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 13400
1589397342.114883283 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589397342.142660978 1 s.pinimg.com s-pinimg-com.gslb.pinterest.com 255
1589397342.142660978 2 s-pinimg-com.gslb.pinterest.com 2-01-37d2-0006.cdx.cedexis.net 2640
1589397342.142660978 3 2-01-37d2-0006.cdx.cedexis.net s.pinimg.com.edgekey.net 599
1589397342.142660978 4 s.pinimg.com.edgekey.net e6449.dsca.akamaiedge.net 197
1589397342.142660978 5 e6449.dsca.akamaiedge.net s.pinimg.com 19
1589397342.142900867 1 platform.twitter.com platform.twitter.map.fastly.net 20
1589397342.142900867 2 platform.twitter.map.fastly.net platform.twitter.com 29
1589397342.156040277 1 sp.analytics.yahoo.com spdc-global.pbp.gysm.yahoodns.net 1626
1589397342.156040277 2 spdc-global.pbp.gysm.yahoodns.net sp.analytics.yahoo.com 167
1589397342.161053337 1 js.adsrvr.org dg2iu7dxxehbo.cloudfront.net 5635
1589397342.161053337 2 dg2iu7dxxehbo.cloudfront.net js.adsrvr.org 59
1589397342.177524559 1 vt.myvisualiq.net d360616xvwhw9g.cloudfront.net 3599
1589397342.177524559 2 d360616xvwhw9g.cloudfront.net d360616xvwhw9g.cloudfront.net 59
1589397342.177524559 3 d360616xvwhw9g.cloudfront.net d360616xvwhw9g.cloudfront.net 59
1589397342.177524559 4 d360616xvwhw9g.cloudfront.net d360616xvwhw9g.cloudfront.net 59
1589397342.177524559 5 d360616xvwhw9g.cloudfront.net vt.myvisualiq.net 59
1589397342.225822715 1 pixel.spotify.com edge-web.dual-gslb.spotify.com 141
1589397342.225822715 2 edge-web.dual-gslb.spotify.com pixel.spotify.com 126
1589397342.285742852 1 any-v4.pops.fastly-insights.com any-v4.pops.fastly-insights.com 20822
1589397342.285742852 2 any-v4.pops.fastly-insights.com any-v4.pops.fastly-insights.com 20822
1589397342.285742852 3 any-v4.pops.fastly-insights.com any-v4.pops.fastly-insights.com 20822
1589397342.285742852 4 any-v4.pops.fastly-insights.com any-v4.pops.fastly-insights.com 20822
1589397342.314928006 1 8ca447e4-beb0-4356-ab02-d86d53f8fd56.eu.u.fastly-insights.com 8ca447e4-beb0-4356-ab02-d86d53f8fd56.eu.u.fastly-insights.com 3519
1589397342.470967921 1 8872062.fls.doubleclick.net dart.l.doubleclick.net 21599
1589397342.470967921 2 dart.l.doubleclick.net 8872062.fls.doubleclick.net 299
1589397342.479572970 1 sc-static.net sc-static.net 28
1589397342.479572970 2 sc-static.net sc-static.net 28
1589397342.479572970 3 sc-static.net sc-static.net 28
1589397342.479572970 4 sc-static.net sc-static.net 28
1589397342.546096572 1 analytics.twitter.com ads.twitter.com 133
1589397342.546096572 2 ads.twitter.com s.twitter.com 140
1589397342.546096572 3 s.twitter.com s.twitter.com 1640
1589397342.546096572 4 s.twitter.com s.twitter.com 1640
1589397342.546096572 5 s.twitter.com s.twitter.com 1640
1589397342.546096572 6 s.twitter.com analytics.twitter.com 1640
1589397342.550498856 1 t.co t.co 1538
1589397342.550498856 2 t.co t.co 1538
1589397342.550498856 3 t.co t.co 1538
1589397342.550498856 4 t.co t.co 1538
1589397342.558033657 1 script.hotjar.com script.hotjar.com.c.section.io 708
1589397342.558033657 2 script.hotjar.com.c.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 106
1589397342.558033657 3 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 4 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 5 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 6 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 7 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 8 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 9 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.558033657 10 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io script.hotjar.com 119
1589397342.558062619 1 adservice.google.com pagead46.l.doubleclick.net 299
1589397342.558062619 2 pagead46.l.doubleclick.net adservice.google.com 299
1589397342.615276347 1 vars.hotjar.com vars.hotjar.com.c.section.io 16
1589397342.615276347 2 vars.hotjar.com.c.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 287
1589397342.615276347 3 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 4 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 5 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 6 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 7 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 8 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 9 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io 119
1589397342.615276347 10 89ca855a075f1d47c0a490ec8aa47d0c-100.s.section.io vars.hotjar.com 119
1589397342.690714378 1 t.myvisualiq.net pool-eu.visualiq.iponweb.net 98
1589397342.690714378 2 pool-eu.visualiq.iponweb.net elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 37
1589397342.690714378 3 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 4 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 5 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 6 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 7 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 8 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 9 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com 25
1589397342.690714378 10 elb-aws-fr-visualiq-1583280815.eu-central-1.elb.amazonaws.com t.myvisualiq.net 25
1589397342.715808154 1 tapestry.tapad.com tapestry.tapad.com 299
1589397342.766373318 1 stats.g.doubleclick.net stats.l.doubleclick.net 21599
1589397342.766373318 2 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589397342.766373318 3 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589397342.766373318 4 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589397342.766373318 5 stats.l.doubleclick.net stats.g.doubleclick.net 299
1589397342.794920920 1 insight.adsrvr.org insight-566961044.eu-west-1.elb.amazonaws.com 10799
1589397342.794920920 2 insight-566961044.eu-west-1.elb.amazonaws.com insight-566961044.eu-west-1.elb.amazonaws.com 52
1589397342.794920920 3 insight-566961044.eu-west-1.elb.amazonaws.com insight-566961044.eu-west-1.elb.amazonaws.com 52
1589397342.794920920 4 insight-566961044.eu-west-1.elb.amazonaws.com insight-566961044.eu-west-1.elb.amazonaws.com 52
1589397342.794920920 5 insight-566961044.eu-west-1.elb.amazonaws.com insight-566961044.eu-west-1.elb.amazonaws.com 52
1589397342.794920920 6 insight-566961044.eu-west-1.elb.amazonaws.com insight-566961044.eu-west-1.elb.amazonaws.com 52
1589397342.794920920 7 insight-566961044.eu-west-1.elb.amazonaws.com insight.adsrvr.org 52
1589397342.796133619 1 astral-v4.pops.fastly-insights.com h1.fastlyanalytics.map.fastly.net 21092
1589397342.796133619 2 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589397342.796133619 3 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.map.fastly.net 29
1589397342.796133619 4 h1.fastlyanalytics.map.fastly.net h1.fastlyanalytics.
