1589373845.751647378 1 imgur.com imgur.com 21599
1589373848.513047336 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 17912
1589373848.513047336 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589373848.513047336 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589373848.513047336 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589373848.513047336 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589373848.528619149 1 certify.alexametrics.com certify.alexametrics.com 59
1589373848.528619149 2 certify.alexametrics.com certify.alexametrics.com 59
1589373848.528619149 3 certify.alexametrics.com certify.alexametrics.com 59
1589373848.528619149 4 certify.alexametrics.com certify.alexametrics.com 59
1589373848.604927387 1 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589373848.604927387 2 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589373848.604927387 3 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589373848.604927387 4 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589373851.109120794 1 ced.sascdn.com akamai.smartadserver.com.edgesuite.net 515
1589373851.109120794 2 akamai.smartadserver.com.edgesuite.net a1184.g.akamai.net 21584
1589373851.109120794 3 a1184.g.akamai.net a1184.g.akamai.net 19
1589373851.109120794 4 a1184.g.akamai.net ced.sascdn.com 19
1589373851.121401596 1 c.amazon-adsystem.com d1ykf07e75w7ss.cloudfront.net 457
1589373851.121401596 2 d1ykf07e75w7ss.cloudfront.net c.amazon-adsystem.com 59
1589373851.122686713 1 www.facebook.com star-mini.c10r.facebook.com 2461
1589373851.122686713 2 star-mini.c10r.facebook.com www.facebook.com 59
1589373851.125136989 1 p.imgur.com ipv4.imgur.map.fastly.net 21541
1589373851.125136989 2 ipv4.imgur.map.fastly.net p.imgur.com 29
1589373851.125421144 1 vendorlist.consensu.org dzp5etodm9s0j.cloudfront.net 1737
1589373851.125421144 2 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589373851.125421144 3 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589373851.125421144 4 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589373851.125421144 5 dzp5etodm9s0j.cloudfront.net vendorlist.consensu.org 59
1589373851.130453141 1 ced-ns.sascdn.com 2-01-275d-001e.cdx.cedexis.net 30
1589373851.130453141 2 2-01-275d-001e.cdx.cedexis.net akns.sascdn.com.edgesuite.net 1199
1589373851.130453141 3 akns.sascdn.com.edgesuite.net a1845.dscg1.akamai.net 10391
1589373851.130453141 4 a1845.dscg1.akamai.net a1845.dscg1.akamai.net 19
1589373851.130453141 5 a1845.dscg1.akamai.net ced-ns.sascdn.com 19
1589373851.395436898 1 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589373851.395436898 2 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589373851.395436898 3 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589373851.395436898 4 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589373851.881609146 1 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589373851.881609146 2 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589373851.881609146 3 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589373851.881609146 4 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589373852.521750690 1 <Root> trqlapgs 86390
1589373852.522930186 1 <Root> lehmeheuuesobnl 86394
1589373852.524474596 1 <Root> mnxdujsmdpk 86395
1589373855.525420795 1 ssl.gstatic.com ssl.gstatic.com 260
1589373863.524160200 1 update.googleapis.com update.googleapis.com 299
1589373863.524371179 1 m.imgur.com ipv4.imgur.map.fastly.net 21599
1589373863.524371179 2 ipv4.imgur.map.fastly.net m.imgur.com 29
