1589452880.278023601 1 imgur.com imgur.com 21599
1589452880.658811752 1 accounts.google.com accounts.google.com 204
1589452880.998372892 1 s.imgur.com ipv4.imgur.map.fastly.net 19001
1589452880.998372892 2 ipv4.imgur.map.fastly.net s.imgur.com 29
1589452881.025607389 1 www.googletagmanager.com www-googletagmanager.l.google.com 21597
1589452881.025607389 2 www-googletagmanager.l.google.com www.googletagmanager.com 297
1589452881.032507995 1 d1fh3f0kkan5vq.cloudfront.net d1fh3f0kkan5vq.cloudfront.net 59
1589452881.032507995 2 d1fh3f0kkan5vq.cloudfront.net d1fh3f0kkan5vq.cloudfront.net 59
1589452881.032507995 3 d1fh3f0kkan5vq.cloudfront.net d1fh3f0kkan5vq.cloudfront.net 59
1589452881.032507995 4 d1fh3f0kkan5vq.cloudfront.net d1fh3f0kkan5vq.cloudfront.net 59
1589452881.271485123 1 i.clean.gg i.clean.gg 4
1589452881.303280354 1 dw7nrwnn2bkh1.cloudfront.net dw7nrwnn2bkh1.cloudfront.net 59
1589452881.303280354 2 dw7nrwnn2bkh1.cloudfront.net dw7nrwnn2bkh1.cloudfront.net 59
1589452881.303280354 3 dw7nrwnn2bkh1.cloudfront.net dw7nrwnn2bkh1.cloudfront.net 59
1589452881.303280354 4 dw7nrwnn2bkh1.cloudfront.net dw7nrwnn2bkh1.cloudfront.net 59
1589452881.558748596 1 api.amplitude.com api.amplitude.com 23
1589452881.558748596 2 api.amplitude.com api.amplitude.com 23
1589452881.558748596 3 api.amplitude.com api.amplitude.com 23
1589452881.558748596 4 api.amplitude.com api.amplitude.com 23
1589452881.558748596 5 api.amplitude.com api.amplitude.com 23
1589452881.558748596 6 api.amplitude.com api.amplitude.com 23
1589452881.558748596 7 api.amplitude.com api.amplitude.com 23
1589452881.558748596 8 api.amplitude.com api.amplitude.com 23
1589452881.690390104 1 api.imgur.com ipv4.imgur.map.fastly.net 20913
1589452881.690390104 2 ipv4.imgur.map.fastly.net api.imgur.com 29
1589452881.770008388 1 translate.googleapis.com translate.googleapis.com 299
1589452881.849864435 1 connect.facebook.net scontent.xx.fbcdn.net 2397
1589452881.849864435 2 scontent.xx.fbcdn.net connect.facebook.net 48
1589452881.865021855 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589452881.865021855 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589452881.872288362 1 secure.quantserve.com 2kpixel.quantserve.com 299
1589452881.872288362 2 2kpixel.quantserve.com global.px.quantserve.com 21599
1589452881.872288362 3 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 4 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 5 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 6 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 7 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 8 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 9 global.px.quantserve.com global.px.quantserve.com 59
1589452881.872288362 10 global.px.quantserve.com secure.quantserve.com 59
1589452881.883463165 1 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589452881.883463165 2 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589452881.883463165 3 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589452881.883463165 4 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589452881.903207339 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 4295
1589452881.903207339 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 3743
1589452881.903207339 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589452881.930581493 1 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589452881.930581493 2 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589452881.930581493 3 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589452881.930581493 4 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589452882.531283635 1 i.imgur.com ipv4.imgur.map.fastly.net 9295
1589452882.531283635 2 ipv4.imgur.map.fastly.net i.imgur.com 29
1589452882.800794993 1 certify.alexametrics.com certify.alexametrics.com 59
1589452882.800794993 2 certify.alexametrics.com certify.alexametrics.com 59
1589452882.800794993 3 certify.alexametrics.com certify.alexametrics.com 59
1589452882.800794993 4 certify.alexametrics.com certify.alexametrics.com 59
1589452882.823771862 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 7042
1589452882.823771862 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589452882.823771862 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589452882.823771862 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589452882.823771862 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589452882.908558546 1 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589452882.908558546 2 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589452882.908558546 3 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589452882.908558546 4 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589452883.033237756 1 ced.sascdn.com akamai.smartadserver.com.edgesuite.net 39
1589452883.033237756 2 akamai.smartadserver.com.edgesuite.net a1184.g.akamai.net 10408
1589452883.033237756 3 a1184.g.akamai.net a1184.g.akamai.net 19
1589452883.033237756 4 a1184.g.akamai.net ced.sascdn.com 19
1589452883.048049549 1 ced-ns.sascdn.com 2-01-275d-001e.cdx.cedexis.net 152
1589452883.048049549 2 2-01-275d-001e.cdx.cedexis.net akns.sascdn.com.edgesuite.net 1199
1589452883.048049549 3 akns.sascdn.com.edgesuite.net a1845.dscg1.akamai.net 18475
1589452883.048049549 4 a1845.dscg1.akamai.net a1845.dscg1.akamai.net 19
1589452883.048049549 5 a1845.dscg1.akamai.net ced-ns.sascdn.com 19
1589452883.405369552 1 c.amazon-adsystem.com d1ykf07e75w7ss.cloudfront.net 444
1589452883.405369552 2 d1ykf07e75w7ss.cloudfront.net c.amazon-adsystem.com 59
1589452883.732302391 1 www.facebook.com star-mini.c10r.facebook.com 3003
1589452883.732302391 2 star-mini.c10r.facebook.com www.facebook.com 52
1589452883.915357985 1 vendorlist.consensu.org dzp5etodm9s0j.cloudfront.net 1292
1589452883.915357985 2 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589452883.915357985 3 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589452883.915357985 4 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589452883.915357985 5 dzp5etodm9s0j.cloudfront.net vendorlist.consensu.org 59
1589452886.113530351 1 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589452886.113530351 2 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589452886.113530351 3 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589452886.113530351 4 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589452886.120473323 1 p.imgur.com ipv4.imgur.map.fastly.net 21266
1589452886.120473323 2 ipv4.imgur.map.fastly.net p.imgur.com 29
1589452886.750307016 1 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589452886.750307016 2 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589452886.750307016 3 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589452886.750307016 4 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589452887.038108410 1 <Root> fztjxzctpcce 86397
1589452887.039590300 1 <Root> gczpajibd 86392
1589452887.040634671 1 <Root> scxohoaynpekd 86389
1589452890.024106507 1 ssl.gstatic.com ssl.gstatic.com 28
1589452896.439202860 1 update.googleapis.com update.googleapis.com 151
1589452896.439693587 1 m.imgur.com ipv4.imgur.map.fastly.net 21136
1589452896.439693587 2 ipv4.imgur.map.fastly.net m.imgur.com 29
