1589344054.832093282 1 accounts.google.com accounts.google.com 299
1589344054.994141973 1 rednet.cn dnspod-vip4.beian.mydnspod.net 599
1589344054.994141973 2 dnspod-vip4.beian.mydnspod.net dnspod-vip4.beian.mydnspod.net 599
1589344054.994141973 3 dnspod-vip4.beian.mydnspod.net rednet.cn 299
1589344055.959455507 1 www.rednet.cn www.rednet.cn.cdn.dnsv1.com 119
1589344055.959455507 2 www.rednet.cn.cdn.dnsv1.com 1824500.s1txipv6.cdntip.com 599
1589344055.959455507 3 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 4 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 5 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 6 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 7 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 8 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 9 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 10 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 11 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 12 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 13 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 14 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 15 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 16 1824500.s1txipv6.cdntip.com 1824500.s1txipv6.cdntip.com 179
1589344055.959455507 17 1824500.s1txipv6.cdntip.com www.rednet.cn 179
1589344057.036306279 1 j.rednet.cn j.rednet.cn.cdn.dnsv1.com 119
1589344057.036306279 2 j.rednet.cn.cdn.dnsv1.com 2184485.s1txipv6.cdntip.com 599
1589344057.036306279 3 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 4 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 5 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 6 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 7 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 8 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
1589344057.036306279 9 2184485.s1txipv6.cdntip.com 2184485.s1txipv6.cdntip.com 179
