1589412214.177622581 1 mama.cn mama.cn 599
1589412214.679376111 1 www.mama.cn cname.mama.cn 599
1589412214.679376111 2 cname.mama.cn www.mama.cn 0
1589412215.923889590 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589412215.923889590 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589412215.923889590 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589412215.923889590 13 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589412217.568529895 1 m.mama.cn cname.mama.cn 599
1589412217.568529895 2 cname.mama.cn m.mama.cn 0
1589412217.953150425 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589412217.953150425 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589412217.953150425 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589412217.953150425 13 395745.p23.tc.cdntip.com api-luke.mama.cn 179
