1589409989.246697250 1 sohu.com sohu.com 599
1589409990.252360458 1 www.sohu.com gs.a.sohu.com 1799
1589409990.252360458 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589409990.252360458 3 fhk.a.sohu.com www.sohu.com 119
1589409991.890435754 1 29e5534ea20a8.cdn.sohucs.com 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 299
1589409991.890435754 2 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 599
1589409991.890435754 3 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589409991.890435754 4 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589409991.890435754 5 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589409991.890435754 6 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com 179
1589409991.982228329 1 statics.itc.cn statics.itc.cn.o.sohu.com 599
1589409991.982228329 2 statics.itc.cn.o.sohu.com statics.itc.cn.cdn.dnsv1.com 599
1589409991.982228329 3 statics.itc.cn.cdn.dnsv1.com 013136df.tweb.sched.ovscdns.com 599
1589409991.982228329 4 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589409991.982228329 5 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589409991.982228329 6 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589409991.982228329 7 013136df.tweb.sched.ovscdns.com statics.itc.cn 179
1589409992.512809759 1 39d0825d09f05.cdn.sohucs.com 39d0825d09f05.cdn.sohucs.com.wsglb0.com 599
1589409992.512809759 2 39d0825d09f05.cdn.sohucs.com.wsglb0.com 39d0825d09f05.cdn.sohucs.com 59
1589409992.680899949 1 images.sohu.com images.sohu.com.cdn.dnsv1.com 1799
1589409992.680899949 2 images.sohu.com.cdn.dnsv1.com images.sohu.com.tweb.sched.ovscdns.com 599
1589409992.680899949 3 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589409992.680899949 4 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589409992.680899949 5 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589409992.680899949 6 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com 179
1589409992.893795625 1 js.sohu.com gs.a.sohu.com 1799
1589409992.893795625 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589409992.893795625 3 fhk.a.sohu.com js.sohu.com 119
1589409992.901453944 1 txt.go.sohu.com gd.a.sohu.com 599
1589409992.901453944 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589409992.901453944 3 f7hk.a.sohu.com txt.go.sohu.com 119
1589409993.118181853 1 5b0988e595225.cdn.sohucs.com 5b0988e595225.cdn.sohucs.com.cdn.dnsv1.com 299
1589409993.118181853 2 5b0988e595225.cdn.sohucs.com.cdn.dnsv1.com 01313705.tweb.sched.ovscdns.com 599
1589409993.118181853 3 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 179
1589409993.118181853 4 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 179
1589409993.118181853 5 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 179
1589409993.118181853 6 01313705.tweb.sched.ovscdns.com 5b0988e595225.cdn.sohucs.com 179
1589409993.457029281 1 cpro.baidustatic.com cpro.baidustatic.com.a.bdydns.com 290
1589409993.457029281 2 cpro.baidustatic.com.a.bdydns.com opencdnbdwm.jomodns.com 119
1589409993.457029281 3 opencdnbdwm.jomodns.com cpro.baidustatic.com 59
1589409993.835715501 1 v2.sohu.com gs.a.sohu.com 567
1589409993.835715501 2 gs.a.sohu.com fhk.a.sohu.com 7167
1589409993.835715501 3 fhk.a.sohu.com v2.sohu.com 87
1589409994.296182174 1 imp.optaim.com gd.a.sohu.com 597
1589409994.296182174 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589409994.296182174 3 f7hk.a.sohu.com imp.optaim.com 119
1589409994.318143148 1 imp.go.sohu.com gd.a.sohu.com 1799
1589409994.318143148 2 gd.a.sohu.com f7hk.a.sohu.com 7197
1589409994.318143148 3 f7hk.a.sohu.com imp.go.sohu.com 117
1589409994.367335674 1 v4.passport.sohu.com gd.a.sohu.com 599
1589409994.367335674 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589409994.367335674 3 f7hk.a.sohu.com v4.passport.sohu.com 119
1589409994.523388932 1 pv.sohu.com gd.a.sohu.com 599
1589409994.523388932 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589409994.523388932 3 f7hk.a.sohu.com pv.sohu.com 119
1589409994.565179638 1 track.sohu.com gd.a.sohu.com 599
1589409994.565179638 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589409994.565179638 3 f7hk.a.sohu.com track.sohu.com 119
1589409994.787539221 1 i.go.sohu.com usa.gd.a.sohu.com 599
1589409994.787539221 2 usa.gd.a.sohu.com go.sohu.com.edgekey.net 599
1589409994.787539221 3 go.sohu.com.edgekey.net e1529.a.akamaiedge.net 21521
1589409994.787539221 4 e1529.a.akamaiedge.net i.go.sohu.com 19
1589409994.915893673 1 s.go.sohu.com usa.gd.a.sohu.com 599
1589409994.915893673 2 usa.gd.a.sohu.com go.sohu.com.edgekey.net 599
1589409994.915893673 3 go.sohu.com.edgekey.net e1529.a.akamaiedge.net 21599
