1589351199.544911754 1 mama.cn mama.cn 599
1589351199.844353156 1 accounts.google.com accounts.google.com 299
1589351203.781011428 1 www.mama.cn cname.mama.cn 599
1589351203.781011428 2 cname.mama.cn www.mama.cn 0
1589351206.308716423 1 <Root> dzdanwyc 86396
1589351206.308877408 1 <Root> aocajsdzofam 86384
1589351206.310082470 1 <Root> aatmfhtfszd 86379
1589351206.485901789 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589351206.485901789 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589351206.485901789 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589351206.485901789 15 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589351208.574785042 1 m.mama.cn cname.mama.cn 599
1589351208.574785042 2 cname.mama.cn m.mama.cn 0
1589351208.859693037 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 330
1589351208.859693037 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589351208.859693037 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 13 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 14 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589351208.859693037 15 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589351209.310102814 1 ssl.gstatic.com ssl.gstatic.com 248
1589351209.667686105 1 avatar.mama.cn avatar-mama-cn-idv9gs0.qiniudns.com 0
1589351209.667686105 2 avatar-mama-cn-idv9gs0.qiniudns.com tiny45.china.line.qiniudns.com 599
1589351209.667686105 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589351209.667686105 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589351209.667686105 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
