1589404393.788562011 1 mama.cn mama.cn 599
1589404394.129766073 1 accounts.google.com accounts.google.com 299
1589404398.009634447 1 www.mama.cn cname.mama.cn 599
1589404398.009634447 2 cname.mama.cn www.mama.cn 0
1589404399.282083522 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589404399.282083522 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589404399.282083522 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 16 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589404399.282083522 17 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589404400.489641579 1 <Root> glmfleguttcytda 86375
1589404400.489703668 1 <Root> zhixgckcv 86397
1589404400.490338709 1 <Root> gyqiagloc 86395
1589404400.974375249 1 m.mama.cn cname.mama.cn 599
1589404400.974375249 2 cname.mama.cn m.mama.cn 0
1589404401.049471403 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589404401.049471403 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589404401.049471403 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 13 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 14 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 15 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 16 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589404401.049471403 17 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589404401.356803021 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589404401.356803021 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589404401.356803021 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 8 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 9 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 10 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 11 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 12 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 13 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 14 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 15 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 16 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589404401.356803021 17 1920363.p23.tc.cdntip.com pics.cdnmama.com 179
1589404401.375789305 1 avatar.mama.cn avatar-mama-cn-idv9gs0.qiniudns.com 0
1589404401.375789305 2 avatar-mama-cn-idv9gs0.qiniudns.com tiny45.china.line.qiniudns.com 599
1589404401.375789305 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589404401.375789305 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589404401.375789305 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
