1589298307.728567820 1 mama.cn mama.cn 503
1589298308.255895062 1 www.mama.cn cname.mama.cn 599
1589298308.255895062 2 cname.mama.cn www.mama.cn 0
1589298312.413010941 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589298312.413010941 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589298312.413010941 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589298312.413010941 15 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589298322.330470807 1 m.mama.cn cname.mama.cn 304
1589298322.330470807 2 cname.mama.cn m.mama.cn 0
1589298323.032634856 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589298323.032634856 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589298323.032634856 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 13 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 14 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589298323.032634856 15 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589298324.611451641 1 imagesyuansu.bjmama.net imagesyuansu.bjmama.net.cdn.dnsv1.com 599
1589298324.611451641 2 imagesyuansu.bjmama.net.cdn.dnsv1.com 287123.p23.tc.cdntip.com 599
1589298324.611451641 3 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589298324.611451641 4 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589298324.611451641 5 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589298324.611451641 6 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589298324.611451641 7 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
