1580709957.933259915 1 www.gstatic.com www.gstatic.com 149
1580709958.131299378 1 tportal.hr tportal.hr 3599
1580709958.131299378 2 tportal.hr tportal.hr 3599
1580709958.191149740 1 accounts.google.com accounts.google.com 299
1580709958.588416555 1 www.tportal.hr www.tportal.hr 3599
1580709958.588416555 2 www.tportal.hr www.tportal.hr 3599
1580709958.985707047 1 www.googletagservices.com pagead46.l.doubleclick.net 21599
1580709958.985707047 2 pagead46.l.doubleclick.net www.googletagservices.com 299
1580709958.986722633 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1580709958.986722633 2 www-google-analytics.l.google.com www.google-analytics.com 299
1580709958.992576816 1 cdn.234doo.com cdn.234doo.com 299
1580709958.992576816 2 cdn.234doo.com cdn.234doo.com 299
1580709959.198155642 1 adservice.google.es pagead46.l.doubleclick.net 299
1580709959.198155642 2 pagead46.l.doubleclick.net adservice.google.es 299
1580709959.201400906 1 adservice.google.com pagead46.l.doubleclick.net 299
1580709959.201400906 2 pagead46.l.doubleclick.net adservice.google.com 299
1580709959.218849664 1 hr.hit.gemius.pl hr.hit.gemius.pl 703
1580709959.218849664 2 hr.hit.gemius.pl hr.hit.gemius.pl 703
1580709959.218849664 3 hr.hit.gemius.pl hr.hit.gemius.pl 703
1580709959.218849664 4 hr.hit.gemius.pl hr.hit.gemius.pl 703
1580709959.229673528 1 www.googletagmanager.com www-googletagmanager.l.google.com 21346
1580709959.229673528 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1580709959.230513077 1 connect.facebook.net scontent.xx.fbcdn.net 3039
1580709959.230513077 2 scontent.xx.fbcdn.net connect.facebook.net 33
1580709959.239393559 1 securepubads.g.doubleclick.net partnerad.l.doubleclick.net 21599
1580709959.239393559 2 partnerad.l.doubleclick.net securepubads.g.doubleclick.net 299
1580709960.168052130 1 clients1.google.com clients.l.google.com 299
1580709960.168052130 2 clients.l.google.com clients1.google.com 299
1580709960.439596080 1 rs.adocean.pl rs.adocean.pl 12
1580709960.439596080 2 rs.adocean.pl rs.adocean.pl 12
1580709960.512466266 1 script.dotmetrics.net script.dotmetrics.net 93
