1589288672.384533483 1 imgur.com imgur.com 21599
1589288672.698100684 1 accounts.google.com accounts.google.com 204
1589288673.162496686 1 www.googletagmanager.com www-googletagmanager.l.google.com 21599
1589288673.162496686 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589288673.166094240 1 s.imgur.com ipv4.imgur.map.fastly.net 21538
1589288673.166094240 2 ipv4.imgur.map.fastly.net s.imgur.com 29
1589288673.388034857 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589288673.388034857 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589288673.407974896 1 secure.quantserve.com 2kpixel.quantserve.com 143
1589288673.407974896 2 2kpixel.quantserve.com global.px.quantserve.com 21442
1589288673.407974896 3 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 4 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 5 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 6 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 7 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 8 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 9 global.px.quantserve.com global.px.quantserve.com 59
1589288673.407974896 10 global.px.quantserve.com secure.quantserve.com 59
1589288673.439532247 1 connect.facebook.net scontent.xx.fbcdn.net 1539
1589288673.439532247 2 scontent.xx.fbcdn.net connect.facebook.net 59
1589288673.442052118 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 16342
1589288673.442052118 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 16328
1589288673.442052118 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589288673.443944442 1 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589288673.443944442 2 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589288673.443944442 3 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589288673.443944442 4 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589288674.074057398 1 api.amplitude.com api.amplitude.com 52
1589288674.074057398 2 api.amplitude.com api.amplitude.com 52
1589288674.074057398 3 api.amplitude.com api.amplitude.com 52
1589288674.074057398 4 api.amplitude.com api.amplitude.com 52
1589288674.074057398 5 api.amplitude.com api.amplitude.com 52
1589288674.074057398 6 api.amplitude.com api.amplitude.com 52
1589288674.074057398 7 api.amplitude.com api.amplitude.com 52
1589288674.074057398 8 api.amplitude.com api.amplitude.com 52
1589288674.316458358 1 api.imgur.com ipv4.imgur.map.fastly.net 20498
1589288674.316458358 2 ipv4.imgur.map.fastly.net api.imgur.com 29
1589288674.333580145 1 translate.googleapis.com translate.googleapis.com 92
1589288674.385548787 1 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589288674.385548787 2 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589288674.385548787 3 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589288674.385548787 4 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589288674.527838409 1 certify.alexametrics.com certify.alexametrics.com 59
1589288674.527838409 2 certify.alexametrics.com certify.alexametrics.com 59
1589288674.527838409 3 certify.alexametrics.com certify.alexametrics.com 59
1589288674.527838409 4 certify.alexametrics.com certify.alexametrics.com 59
1589288674.560912620 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 5197
1589288674.560912620 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589288674.560912620 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589288674.560912620 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589288674.560912620 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589288674.702465984 1 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589288674.702465984 2 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589288674.702465984 3 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589288674.702465984 4 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589288677.339615641 1 www.facebook.com star-mini.c10r.facebook.com 2986
1589288677.339615641 2 star-mini.c10r.facebook.com www.facebook.com 28
1589288677.366111142 1 clients1.google.com clients.l.google.com 103
1589288677.366111142 2 clients.l.google.com clients1.google.com 103
1589288677.378430789 1 ced.sascdn.com akamai.smartadserver.com.edgesuite.net 419
1589288677.378430789 2 akamai.smartadserver.com.edgesuite.net a1184.g.akamai.net 19973
1589288677.378430789 3 a1184.g.akamai.net a1184.g.akamai.net 7
1589288677.378430789 4 a1184.g.akamai.net ced.sascdn.com 7
1589288677.403364196 1 i.imgur.com ipv4.imgur.map.fastly.net 12586
1589288677.403364196 2 ipv4.imgur.map.fastly.net i.imgur.com 29
1589288677.410875709 1 widget.sellwild.com widget.sellwild.com 59
