1589395183.080441962 1 imgur.com imgur.com 21599
1589395183.230343513 1 accounts.google.com accounts.google.com 276
1589395183.708799275 1 s.imgur.com ipv4.imgur.map.fastly.net 12745
1589395183.708799275 2 ipv4.imgur.map.fastly.net s.imgur.com 29
1589395183.711279790 1 www.googletagmanager.com www-googletagmanager.l.google.com 21599
1589395183.711279790 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589395183.960888038 1 www.google-analytics.com www-google-analytics.l.google.com 13746
1589395183.960888038 2 www-google-analytics.l.google.com www.google-analytics.com 253
1589395183.992203358 1 secure.quantserve.com 2kpixel.quantserve.com 299
1589395183.992203358 2 2kpixel.quantserve.com global.px.quantserve.com 21599
1589395183.992203358 3 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 4 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 5 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 6 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 7 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 8 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 9 global.px.quantserve.com global.px.quantserve.com 59
1589395183.992203358 10 global.px.quantserve.com secure.quantserve.com 59
1589395183.996193215 1 connect.facebook.net scontent.xx.fbcdn.net 989
1589395183.996193215 2 scontent.xx.fbcdn.net connect.facebook.net 59
1589395184.009347417 1 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589395184.009347417 2 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589395184.009347417 3 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589395184.009347417 4 certify-js.alexametrics.com certify-js.alexametrics.com 59
1589395184.021204655 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 9832
1589395184.021204655 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 9578
1589395184.021204655 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589395184.555855410 1 api.amplitude.com api.amplitude.com 20
1589395184.555855410 2 api.amplitude.com api.amplitude.com 20
1589395184.555855410 3 api.amplitude.com api.amplitude.com 20
1589395184.555855410 4 api.amplitude.com api.amplitude.com 20
1589395184.555855410 5 api.amplitude.com api.amplitude.com 20
1589395184.555855410 6 api.amplitude.com api.amplitude.com 20
1589395184.555855410 7 api.amplitude.com api.amplitude.com 20
1589395184.555855410 8 api.amplitude.com api.amplitude.com 20
1589395184.805728257 1 api.imgur.com ipv4.imgur.map.fastly.net 21367
1589395184.805728257 2 ipv4.imgur.map.fastly.net api.imgur.com 29
1589395184.819633031 1 translate.googleapis.com translate.googleapis.com 299
1589395184.883275993 1 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589395184.883275993 2 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589395184.883275993 3 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589395184.883275993 4 quantcast.mgr.consensu.org quantcast.mgr.consensu.org 59
1589395185.086691861 1 certify.alexametrics.com certify.alexametrics.com 59
1589395185.086691861 2 certify.alexametrics.com certify.alexametrics.com 59
1589395185.086691861 3 certify.alexametrics.com certify.alexametrics.com 59
1589395185.086691861 4 certify.alexametrics.com certify.alexametrics.com 59
1589395185.092654156 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 5408
1589395185.092654156 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589395185.092654156 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589395185.092654156 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589395185.092654156 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589395185.280218235 1 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589395185.280218235 2 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589395185.280218235 3 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589395185.280218235 4 static.quantcast.mgr.consensu.org static.quantcast.mgr.consensu.org 59
1589395187.938126189 1 www.facebook.com star-mini.c10r.facebook.com 3159
1589395187.938126189 2 star-mini.c10r.facebook.com www.facebook.com 59
1589395187.948593033 1 clients1.google.com clients.l.google.com 299
1589395187.948593033 2 clients.l.google.com clients1.google.com 299
1589395187.969189215 1 i.imgur.com ipv4.imgur.map.fastly.net 15875
1589395187.969189215 2 ipv4.imgur.map.fastly.net i.imgur.com 29
1589395187.974007970 1 ced.sascdn.com akamai.smartadserver.com.edgesuite.net 445
1589395187.974007970 2 akamai.smartadserver.com.edgesuite.net a1184.g.akamai.net 712
1589395187.974007970 3 a1184.g.akamai.net a1184.g.akamai.net 19
1589395187.974007970 4 a1184.g.akamai.net ced.sascdn.com 19
1589395188.004051343 1 ced-ns.sascdn.com 2-01-275d-001e.cdx.cedexis.net 190
1589395188.004051343 2 2-01-275d-001e.cdx.cedexis.net akns.sascdn.com.edgesuite.net 1199
1589395188.004051343 3 akns.sascdn.com.edgesuite.net a1845.dscg1.akamai.net 5686
1589395188.004051343 4 a1845.dscg1.akamai.net a1845.dscg1.akamai.net 19
1589395188.004051343 5 a1845.dscg1.akamai.net ced-ns.sascdn.com 19
1589395188.030085651 1 widget.sellwild.com widget.sellwild.com 59
1589395188.030085651 2 widget.sellwild.com widget.sellwild.com 59
1589395188.030085651 3 widget.sellwild.com widget.sellwild.com 59
1589395188.030085651 4 widget.sellwild.com widget.sellwild.com 59
1589395188.401980572 1 vendorlist.consensu.org dzp5etodm9s0j.cloudfront.net 1234
1589395188.401980572 2 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589395188.401980572 3 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589395188.401980572 4 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1589395188.401980572 5 dzp5etodm9s0j.cloudfront.net vendorlist.consensu.org 59
1589395188.568895046 1 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589395188.568895046 2 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589395188.568895046 3 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589395188.568895046 4 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 59
1589395189.095851432 1 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589395189.095851432 2 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589395189.095851432 3 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589395189.095851432 4 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1589395189.730937243 1 <Root> eowynxqsywi 86397
1589395189.735147096 1 <Root> dmnhpmek 86393
1589395189.737383570 1 <Root> kupbyywgmxjstx 86394
1589395190.450971636 1 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 317
1589395190.450971636 2 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 317
1589395190.451002663 1 ubuntu.com connectivity-check.ubuntu.com 1522
1589395198.143837485 1 ssl.gstatic.com ssl.gstatic.com 299
1589395198.265317572 1 update.googleapis.com update.googleapis.com 299
