1589377641.913823993 1 tribunnews.com tribunnews.com 47
1589377641.979755699 1 accounts.google.com accounts.google.com 299
1589377642.568521134 1 www.tribunnews.com d3hndmbr6e28d5.cloudfront.net 275
1589377642.568521134 2 d3hndmbr6e28d5.cloudfront.net d3hndmbr6e28d5.cloudfront.net 59
1589377642.568521134 3 d3hndmbr6e28d5.cloudfront.net d3hndmbr6e28d5.cloudfront.net 59
1589377642.568521134 4 d3hndmbr6e28d5.cloudfront.net d3hndmbr6e28d5.cloudfront.net 59
1589377642.568521134 5 d3hndmbr6e28d5.cloudfront.net www.tribunnews.com 59
1589377643.155715813 1 maxcdn.bootstrapcdn.com cds.j3z9t3p6.hwcdn.net 201
1589377643.155715813 2 cds.j3z9t3p6.hwcdn.net maxcdn.bootstrapcdn.com 201
1589377643.175737065 1 cdn1.tstatic.net cdn1.tstatic.net.akamaized.net 241
1589377643.175737065 2 cdn1.tstatic.net.akamaized.net a1737.d.akamai.net 21541
1589377643.175737065 3 a1737.d.akamai.net a1737.d.akamai.net 19
1589377643.175737065 4 a1737.d.akamai.net cdn1.tstatic.net 19
1589377643.182739456 1 securepubads.g.doubleclick.net partnerad.l.doubleclick.net 17261
1589377643.182739456 2 partnerad.l.doubleclick.net securepubads.g.doubleclick.net 299
1589377643.183620703 1 fonts.gstatic.com gstaticadssl.l.google.com 299
1589377643.183620703 2 gstaticadssl.l.google.com fonts.gstatic.com 299
1589377643.189475719 1 fonts.googleapis.com fonts.googleapis.com 299
1589377643.212234250 1 bidder.criteo.com bidder.am5.vip.prod.criteo.com 299
1589377643.212234250 2 bidder.am5.vip.prod.criteo.com bidder.am5.vip.prod.criteo.com 3599
1589377643.212234250 3 bidder.am5.vip.prod.criteo.com bidder.criteo.com 3599
1589377643.214656377 1 cdn-2.tstatic.net d11p9efmek96ar.cloudfront.net 276
1589377643.214656377 2 d11p9efmek96ar.cloudfront.net d11p9efmek96ar.cloudfront.net 59
1589377643.214656377 3 d11p9efmek96ar.cloudfront.net d11p9efmek96ar.cloudfront.net 59
1589377643.214656377 4 d11p9efmek96ar.cloudfront.net d11p9efmek96ar.cloudfront.net 59
1589377643.214656377 5 d11p9efmek96ar.cloudfront.net cdn-2.tstatic.net 59
1589377643.226364314 1 cdn-1.tstatic.net d35t7dap3dzx1q.cloudfront.net 299
1589377643.226364314 2 d35t7dap3dzx1q.cloudfront.net d35t7dap3dzx1q.cloudfront.net 59
1589377643.226364314 3 d35t7dap3dzx1q.cloudfront.net d35t7dap3dzx1q.cloudfront.net 59
1589377643.226364314 4 d35t7dap3dzx1q.cloudfront.net d35t7dap3dzx1q.cloudfront.net 59
1589377643.226364314 5 d35t7dap3dzx1q.cloudfront.net cdn-1.tstatic.net 59
1589377643.267957832 1 cdn-3.tstatic.net d2vvfcjjldm2re.cloudfront.net 78
1589377643.267957832 2 d2vvfcjjldm2re.cloudfront.net d2vvfcjjldm2re.cloudfront.net 59
