1589341503.851649219 1 accounts.google.com accounts.google.com 73
1589341503.866365787 1 stackoverflow.com stackoverflow.com 2192
1589341503.866365787 2 stackoverflow.com stackoverflow.com 2192
1589341503.866365787 3 stackoverflow.com stackoverflow.com 2192
1589341503.866365787 4 stackoverflow.com stackoverflow.com 2192
1589341504.325417099 1 ajax.googleapis.com ajax.googleapis.com 299
1589341504.345759487 1 cdn.sstatic.net cdn.sstatic.net 660
1589341504.345759487 2 cdn.sstatic.net cdn.sstatic.net 660
1589341504.345759487 3 cdn.sstatic.net cdn.sstatic.net 660
1589341504.345759487 4 cdn.sstatic.net cdn.sstatic.net 660
1589341505.208865517 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589341505.208865517 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589341505.223356367 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 18945
1589341505.223356367 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 19090
1589341505.223356367 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 19
1589341505.227473338 1 secure.quantserve.com 2kpixel.quantserve.com 299
1589341505.227473338 2 2kpixel.quantserve.com global.px.quantserve.com 21599
1589341505.227473338 3 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 4 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 5 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 6 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 7 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 8 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 9 global.px.quantserve.com global.px.quantserve.com 59
1589341505.227473338 10 global.px.quantserve.com secure.quantserve.com 59
1589341505.336281351 1 translate.googleapis.com translate.googleapis.com 299
1589341505.508102133 1 rules.quantcount.com d2fashanjl7d9f.cloudfront.net 21348
1589341505.508102133 2 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589341505.508102133 3 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589341505.508102133 4 d2fashanjl7d9f.cloudfront.net d2fashanjl7d9f.cloudfront.net 59
1589341505.508102133 5 d2fashanjl7d9f.cloudfront.net rules.quantcount.com 59
1589341505.701614645 1 pixel.quantserve.com global.px.quantserve.com 254
1589341505.701614645 2 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 3 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 4 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 5 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 6 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 7 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 8 global.px.quantserve.com global.px.quantserve.com 59
1589341505.701614645 9 global.px.quantserve.com pixel.quantserve.com 59
1589341510.569425461 1 <Root> wecjoobyrqfj 86317
1589341510.569912819 1 <Root> wqytnpvccbohp 86398
1589341510.570124486 1 <Root> rwdtugtep 86393
1589341513.569807450 1 ssl.gstatic.com ssl.gstatic.com 135
1589341517.278427237 1 update.googleapis.com update.googleapis.com 247
