1589353898.164608241 1 mama.cn mama.cn 509
1589353898.347298245 1 accounts.google.com accounts.google.com 160
1589353902.411183564 1 www.mama.cn cname.mama.cn 599
1589353902.411183564 2 cname.mama.cn www.mama.cn 0
1589353904.854952969 1 <Root> stzrscdhg 86394
1589353904.855124957 1 <Root> dpcdssqfmltffs 86387
1589353904.855724168 1 <Root> jcxkrslkvk 86384
1589353905.067130570 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589353905.067130570 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589353905.067130570 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589353905.067130570 12 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589353907.128928250 1 m.mama.cn cname.mama.cn 599
1589353907.128928250 2 cname.mama.cn m.mama.cn 0
1589353907.157494079 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589353907.157494079 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589353907.157494079 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589353907.157494079 12 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589353907.449736391 1 qimg.cdnmama.com qimg.cdnmama.com.cdn.dnsv1.com 599
1589353907.449736391 2 qimg.cdnmama.com.cdn.dnsv1.com 1920388.p23.tc.cdntip.com 599
1589353907.449736391 3 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 4 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 5 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 6 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 7 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 8 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 9 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 10 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 11 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589353907.449736391 12 1920388.p23.tc.cdntip.com qimg.cdnmama.com 179
1589353907.508120939 1 avatar.mama.cn avatar-mama-cn-idv9gs0.qiniudns.com 0
1589353907.508120939 2 avatar-mama-cn-idv9gs0.qiniudns.com tiny45.china.line.qiniudns.com 599
