1589300986.459822493 1 mama.cn mama.cn 455
1589300986.874975672 1 accounts.google.com accounts.google.com 299
1589300990.449043894 1 ubuntu.com connectivity-check.ubuntu.com 1595
1589300990.449088572 1 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 413
1589300990.449088572 2 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 413
1589300990.761292658 1 www.mama.cn cname.mama.cn 599
1589300990.761292658 2 cname.mama.cn www.mama.cn 0
1589300993.051978568 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589300993.051978568 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589300993.051978568 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589300993.051978568 16 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589300993.132387364 1 <Root> ihlayjmuuqijeu 86398
1589300993.132634689 1 <Root> wdflzvda 86359
1589300993.132871211 1 <Root> ulagyeigo 86396
1589300996.118955321 1 m.mama.cn cname.mama.cn 599
