1589433243.055298959 1 mama.cn mama.cn 599
1589433244.252015647 1 www.mama.cn cname.mama.cn 599
1589433244.252015647 2 cname.mama.cn www.mama.cn 0
1589433247.574675931 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589433247.574675931 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589433247.574675931 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589433247.574675931 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589433247.574675931 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589433247.574675931 6 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589433249.680900541 1 m.mama.cn cname.mama.cn 599
1589433249.680900541 2 cname.mama.cn m.mama.cn 0
1589433250.371413738 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589433250.371413738 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589433250.371413738 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589433250.371413738 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589433250.371413738 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589433250.371413738 6 1920363.p23.tc.cdntip.com pics.cdnmama.com 179
1589433251.285976821 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589433251.285976821 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589433251.285976821 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589433251.285976821 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589433251.285976821 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589433251.285976821 6 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589433251.822177996 1 imagesyuansu.bjmama.net imagesyuansu.bjmama.net.cdn.dnsv1.com 599
1589433251.822177996 2 imagesyuansu.bjmama.net.cdn.dnsv1.com 287123.p23.tc.cdntip.com 599
1589433251.822177996 3 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589433251.822177996 4 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589433251.822177996 5 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589433251.822177996 6 287123.p23.tc.cdntip.com imagesyuansu.bjmama.net 179
1589433252.110463302 1 statis1.mama.cn gzcname.gzmama.com 0
1589433252.110463302 2 gzcname.gzmama.com statis1.mama.cn 299
1589433252.153190367 1 pt-images.cdnmama.com pt-images.cdnmama.com.cdn.dnsv1.com 599
1589433252.153190367 2 pt-images.cdnmama.com.cdn.dnsv1.com 1920369.p23.tc.cdntip.com 599
1589433252.153190367 3 1920369.p23.tc.cdntip.com 1920369.p23.tc.cdntip.com 179
1589433252.153190367 4 1920369.p23.tc.cdntip.com 1920369.p23.tc.cdntip.com 179
1589433252.153190367 5 1920369.p23.tc.cdntip.com 1920369.p23.tc.cdntip.com 179
1589433252.153190367 6 1920369.p23.tc.cdntip.com pt-images.cdnmama.com 179
1589433252.521408182 1 pt-images1.cdnmama.com pt-images1.cdnmama.com.qiniudns.com 564
1589433252.521408182 2 pt-images1.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 565
1589433252.521408182 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 265
1589433252.521408182 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 13 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 25
1589433252.521408182 14 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com pt-images1.cdnmama.com 25
1589433252.568011318 1 pt-images2.cdnmama.com pt-images2.cdnmama.com.qiniudns.com 599
1589433252.568011318 2 pt-images2.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 599
1589433252.568011318 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589433252.568011318 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 13 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 14 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 15 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 16 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 17 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 18 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 19 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433252.568011318 20 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com pt-images2.cdnmama.com 59
1589433252.902248929 1 pt-images4.cdnmama.com pt-images4.cdnmama.com.qiniudns.com 569
1589433252.902248929 2 pt-images4.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 570
1589433252.902248929 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 270
1589433252.902248929 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 13 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 30
1589433252.902248929 14 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com pt-images4.cdnmama.com 30
1589433253.519965005 1 qimg.cdnmama.com qimg.cdnmama.com.cdn.dnsv1.com 562
1589433253.519965005 2 qimg.cdnmama.com.cdn.dnsv1.com 1920388.p23.tc.cdntip.com 562
1589433253.519965005 3 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 142
1589433253.519965005 4 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 142
1589433253.519965005 5 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 142
1589433253.519965005 6 1920388.p23.tc.cdntip.com qimg.cdnmama.com 142
1589433253.560969183 1 pt-images2.cdnmama.com pt-images2.cdnmama.com.qiniudns.com 599
1589433253.560969183 2 pt-images2.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 599
1589433253.560969183 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589433253.560969183 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 13 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.560969183 14 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com pt-images2.cdnmama.com 59
1589433253.581826672 1 hm.baidu.com hm.e.shifen.com 7164
1589433253.581826672 2 hm.e.shifen.com hm.baidu.com 299
1589433253.635247220 1 pt-images1.cdnmama.com pt-images1.cdnmama.com.qiniudns.com 599
1589433253.635247220 2 pt-images1.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 599
1589433253.635247220 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589433253.635247220 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
1589433253.635247220 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 59
158943
