1589287495.048727641 1 mama.cn mama.cn 599
1589287495.790674918 1 www.mama.cn cname.mama.cn 599
1589287495.790674918 2 cname.mama.cn www.mama.cn 0
1589287498.439059540 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589287498.439059540 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589287498.439059540 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589287498.439059540 16 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589287500.298112814 1 m.mama.cn cname.mama.cn 599
1589287500.298112814 2 cname.mama.cn m.mama.cn 0
1589287501.252513484 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589287501.252513484 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589287501.252513484 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 8 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 9 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 10 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 11 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 12 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 13 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 14 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 15 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589287501.252513484 16 1920363.p23.tc.cdntip.com pics.cdnmama.com 179
1589287501.806615240 1 imagesyuansu.bjmama.net imagesyuansu.bjmama.net.cdn.dnsv1.com 599
1589287501.806615240 2 imagesyuansu.bjmama.net.cdn.dnsv1.com 287123.p23.tc.cdntip.com 599
1589287501.806615240 3 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 4 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 5 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 6 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 7 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 8 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 9 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 10 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 11 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 12 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 13 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 14 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 15 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589287501.806615240 16 287123.p23.tc.cdntip.com imagesyuansu.bjmama.net 179
1589287502.052518509 1 pt-images2.cdnmama.com pt-images2.cdnmama.com.qiniudns.com 571
1589287502.052518509 2 pt-images2.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 571
1589287502.052518509 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 271
1589287502.052518509 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 5 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 6 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 7 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 8 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 9 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 10 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 11 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 12 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
1589287502.052518509 13 tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com tinychinacdnweb.qiniu.com.w.kunlunno.com.qr.uuhimalayanqm.com 31
