1589309054.562872660 1 mama.cn mama.cn 57
1589309055.073364249 1 www.mama.cn cname.mama.cn 599
1589309055.073364249 2 cname.mama.cn www.mama.cn 0
1589309056.363769172 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589309056.363769172 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589309056.363769172 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 16 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589309056.363769172 17 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589309058.341062816 1 m.mama.cn cname.mama.cn 599
1589309058.341062816 2 cname.mama.cn m.mama.cn 0
1589309058.982426381 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589309058.982426381 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589309058.982426381 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589309058.982426381 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589309058.982426381 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589309058.982426381 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589309058.982426381 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
