1589401856.656419492 1 mama.cn mama.cn 599
1589401857.457573127 1 www.mama.cn cname.mama.cn 599
1589401857.457573127 2 cname.mama.cn www.mama.cn 0
1589401858.692251698 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589401858.692251698 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589401858.692251698 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 16 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589401858.692251698 17 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589401860.600548368 1 m.mama.cn cname.mama.cn 599
1589401860.600548368 2 cname.mama.cn m.mama.cn 0
1589401861.223325796 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589401861.223325796 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589401861.223325796 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 8 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 9 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 10 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 11 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 12 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 13 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 14 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 15 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 16 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589401861.223325796 17 1920363.p23.tc.cdntip.com pics.cdnmama.com 179
1589401861.444361697 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589401861.444361697 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589401861.444361697 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 13 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 14 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 15 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 16 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589401861.444361697 17 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589401861.578606967 1 qimg.cdnmama.com qimg.cdnmama.com.cdn.dnsv1.com 599
1589401861.578606967 2 qimg.cdnmama.com.cdn.dnsv1.com 1920388.p23.tc.cdntip.com 599
1589401861.578606967 3 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 4 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 5 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 6 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 7 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 8 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 9 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 10 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 11 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 12 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 13 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 14 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 15 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 16 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589401861.578606967 17 1920388.p23.tc.cdntip.com qimg.cdnmama.com 179
1589401862.724485824 1 imagesyuansu.bjmama.net imagesyuansu.bjmama.net.cdn.dnsv1.com 599
1589401862.724485824 2 imagesyuansu.bjmama.net.cdn.dnsv1.com 287123.p23.tc.cdntip.com 599
1589401862.724485824 3 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589401862.724485824 4 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589401862.724485824 5 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
