1589441159.292923979 1 mama.cn mama.cn 599
1589441159.671439278 1 accounts.google.com accounts.google.com 299
1589441164.385176339 1 www.mama.cn cname.mama.cn 599
1589441164.385176339 2 cname.mama.cn www.mama.cn 0
1589441165.832666380 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589441165.832666380 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589441165.832666380 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589441165.832666380 12 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589441166.072387020 1 <Root> jtychsk 86395
1589441166.072651797 1 <Root> hgonviikg 86392
1589441166.073236196 1 <Root> mkadidvz 86387
1589441167.902455930 1 avatar.mama.cn avatar-mama-cn-idv9gs0.qiniudns.com 0
1589441167.902455930 2 avatar-mama-cn-idv9gs0.qiniudns.com tiny45.china.line.qiniudns.com 599
1589441167.902455930 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589441167.902455930 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 5 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 6 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 7 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 8 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 9 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 10 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441167.902455930 11 tinychinacdnweb.qiniu.com.w.kunlunno.com avatar.mama.cn 59
1589441168.159607483 1 qimg.cdnmama.com qimg.cdnmama.com.cdn.dnsv1.com 599
1589441168.159607483 2 qimg.cdnmama.com.cdn.dnsv1.com 1920388.p23.tc.cdntip.com 599
1589441168.159607483 3 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 4 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 5 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 6 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 7 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 8 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 9 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 10 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 11 1920388.p23.tc.cdntip.com 1920388.p23.tc.cdntip.com 179
1589441168.159607483 12 1920388.p23.tc.cdntip.com qimg.cdnmama.com 179
1589441168.159912950 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589441168.159912950 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589441168.159912950 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 8 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 9 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 10 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 11 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589441168.159912950 12 1920363.p23.tc.cdntip.com pics.cdnmama.com 179
1589441168.180938598 1 m.mama.cn cname.mama.cn 599
1589441168.180938598 2 cname.mama.cn m.mama.cn 0
1589441168.246160696 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589441168.246160696 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589441168.246160696 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589441168.246160696 12 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589441173.795285447 1 ssl.gstatic.com ssl.gstatic.com 299
1589441173.829330265 1 update.googleapis.com update.googleapis.com 299
1589441174.507537901 1 imagesyuansu.bjmama.net imagesyuansu.bjmama.net.cdn.dnsv1.com 599
1589441174.507537901 2 imagesyuansu.bjmama.net.cdn.dnsv1.com 287123.p23.tc.cdntip.com 599
1589441174.507537901 3 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 4 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 5 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 6 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 7 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 8 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 9 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 10 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 11 287123.p23.tc.cdntip.com 287123.p23.tc.cdntip.com 179
1589441174.507537901 12 287123.p23.tc.cdntip.com imagesyuansu.bjmama.net 179
1589441174.738013080 1 pt-images2.cdnmama.com pt-images2.cdnmama.com.qiniudns.com 599
1589441174.738013080 2 pt-images2.cdnmama.com.qiniudns.com tiny45.china.line.qiniudns.com 599
1589441174.738013080 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589441174.738013080 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 5 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 6 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 7 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 8 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 9 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 10 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589441174.738013080 11 tinychinacdnweb.qiniu.com.w.kunlunno.com pt-images2.cdnmama.com 59
1589441174.907183269 1 pt-images1.cdnmama.com pt-images1.cdnmama.com.qiniudns.com 599
