1589322084.341076332 1 mama.cn mama.cn 299
1589322084.568959474 1 accounts.google.com accounts.google.com 299
1589322088.375087702 1 www.mama.cn cname.mama.cn 599
1589322088.375087702 2 cname.mama.cn www.mama.cn 0
1589322089.709935684 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589322089.709935684 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589322089.709935684 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 16 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589322089.709935684 17 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589322090.935570328 1 <Root> xevqqwpirvjw 86388
1589322090.936023219 1 <Root> onfhbyzm 86385
1589322090.936306782 1 <Root> gcxjxrukmvesu 86382
1589322091.701353194 1 m.mama.cn cname.mama.cn 599
1589322091.701353194 2 cname.mama.cn m.mama.cn 0
1589322091.712052733 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589322091.712052733 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589322091.712052733 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 9 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 10 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 11 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 12 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 13 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 14 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 15 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 16 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589322091.712052733 17 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589322091.973585284 1 pics.cdnmama.com pics.cdnmama.com.cdn.dnsv1.com 599
1589322091.973585284 2 pics.cdnmama.com.cdn.dnsv1.com 1920363.p23.tc.cdntip.com 599
1589322091.973585284 3 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589322091.973585284 4 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589322091.973585284 5 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589322091.973585284 6 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589322091.973585284 7 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
1589322091.973585284 8 1920363.p23.tc.cdntip.com 1920363.p23.tc.cdntip.com 179
