1589436958.086336973 1 weibo.com weibo.com 59
1589436960.892130849 1 www.weibo.com weibo.com.edgekey.net 59
1589436960.892130849 2 weibo.com.edgekey.net e4141.dscb.akamaiedge.net 21295
1589436960.892130849 3 e4141.dscb.akamaiedge.net www.weibo.com 19
1589436962.836860938 1 js.t.sinajs.cn jst.gslb.sinaedge.com 59
1589436962.836860938 2 jst.gslb.sinaedge.com edgeh2.grid.sinaedge.com 59
1589436962.836860938 3 edgeh2.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589436962.836860938 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 288
1589436962.836860938 5 e4141.dscb.akamaiedge.net js.t.sinajs.cn 19
1589436963.703800644 1 img.t.sinajs.cn imgt.gslb.sinaedge.com 59
1589436963.703800644 2 imgt.gslb.sinaedge.com edgeh2.grid.sinaedge.com 59
1589436963.703800644 3 edgeh2.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589436963.703800644 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 282
1589436963.703800644 5 e4141.dscb.akamaiedge.net img.t.sinajs.cn 19
1589436964.579724138 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589436964.579724138 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589436964.733152397 1 stats.g.doubleclick.net stats.l.doubleclick.net 21599
1589436964.733152397 2 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589436964.733152397 3 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589436964.733152397 4 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589436964.733152397 5 stats.l.doubleclick.net stats.g.doubleclick.net 299
1589436964.978274535 1 www.google.com www.google.com 6
1589436965.096553173 1 www.google.es www.google.es 239
1589436965.153370709 1 ipopimgs.sina.tw ipopimgs.sina.tw 299
1589436965.153370709 2 ipopimgs.sina.tw ipopimgs.sina.tw 299
1589436965.474196440 1 api.tw.weibo.com api.tw.weibo.com 59
1589436965.477637517 1 js1.t.sinajs.cn imgtjst.gslb.sinaedge.com 59
1589436965.477637517 2 imgtjst.gslb.sinaedge.com kln.grid.sinaedge.com 28
1589436965.477637517 3 kln.grid.sinaedge.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 4 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 5 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 6 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 7 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 8 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 9 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 10 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589436965.477637517 11 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
