1589276287.234526808 1 weibo.com weibo.com 59
1589276288.027413106 1 www.weibo.com weibo.com.edgekey.net 59
1589276288.027413106 2 weibo.com.edgekey.net e4141.dscb.akamaiedge.net 21273
1589276288.027413106 3 e4141.dscb.akamaiedge.net www.weibo.com 19
1589276289.924004755 1 js.t.sinajs.cn jst.gslb.sinaedge.com 59
1589276289.924004755 2 jst.gslb.sinaedge.com edgeh2.grid.sinaedge.com 59
1589276289.924004755 3 edgeh2.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589276289.924004755 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 151
1589276289.924004755 5 e4141.dscb.akamaiedge.net js.t.sinajs.cn 19
1589276289.962480879 1 img.t.sinajs.cn imgt.gslb.sinaedge.com 59
1589276289.962480879 2 imgt.gslb.sinaedge.com edgeh2.grid.sinaedge.com 59
1589276289.962480879 3 edgeh2.grid.sinaedge.com d.sinaimg.cn.edgekey.net 59
1589276289.962480879 4 d.sinaimg.cn.edgekey.net e4141.dscb.akamaiedge.net 136
1589276289.962480879 5 e4141.dscb.akamaiedge.net img.t.sinajs.cn 19
1589276290.036462269 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1589276290.036462269 2 www-google-analytics.l.google.com www.google-analytics.com 299
1589276290.389648009 1 stats.g.doubleclick.net stats.l.doubleclick.net 21599
1589276290.389648009 2 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589276290.389648009 3 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589276290.389648009 4 stats.l.doubleclick.net stats.l.doubleclick.net 299
1589276290.389648009 5 stats.l.doubleclick.net stats.g.doubleclick.net 299
1589276290.498678662 1 www.google.com www.google.com 223
1589276290.532257201 1 ipopimgs.sina.tw ipopimgs.sina.tw 299
1589276290.532257201 2 ipopimgs.sina.tw ipopimgs.sina.tw 299
1589276290.552569714 1 wx4.sinaimg.cn weiboimgwx.gslb.sinaedge.com 26
1589276290.552569714 2 weiboimgwx.gslb.sinaedge.com weiboimgwx.grid.sinaedge.com 268
1589276290.552569714 3 weiboimgwx.grid.sinaedge.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 4 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 5 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 6 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 7 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 8 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 9 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 10 ww1.sinaimg.cn.w.alikunlun.com ww1.sinaimg.cn.w.alikunlun.com 28
1589276290.552569714 11 ww1.sinaimg.cn.w.alikunlun.com wx4.sinaimg.cn 28
1589276290.803409122 1 tw.weibo.com tw.weibo.com 59
