1589324399.017902733 1 sohu.com sohu.com 599
1589324399.972539500 1 m.sohu.com gs.a.sohu.com 599
1589324399.972539500 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589324399.972539500 3 fhk.a.sohu.com m.sohu.com 119
1589324401.594658854 1 29e5534ea20a8.cdn.sohucs.com 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 299
1589324401.594658854 2 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 599
1589324401.594658854 3 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589324401.594658854 4 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589324401.594658854 5 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589324401.594658854 6 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com 179
1589324401.696353232 1 statics.itc.cn statics.itc.cn.o.sohu.com 599
1589324401.696353232 2 statics.itc.cn.o.sohu.com statics.itc.cn.cdn.dnsv1.com 599
1589324401.696353232 3 statics.itc.cn.cdn.dnsv1.com 013136df.tweb.sched.ovscdns.com 599
1589324401.696353232 4 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589324401.696353232 5 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589324401.696353232 6 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589324401.696353232 7 013136df.tweb.sched.ovscdns.com statics.itc.cn 179
1589324401.776960625 1 js.sohu.com gs.a.sohu.com 1799
1589324401.776960625 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589324401.776960625 3 fhk.a.sohu.com js.sohu.com 119
1589324402.381630544 1 www.qchannel03.cn www.qchannel03.cn 599
1589324402.381630544 2 www.qchannel03.cn www.qchannel03.cn 599
1589324402.381630544 3 www.qchannel03.cn www.qchannel03.cn 599
1589324402.819693550 1 search.sohu.com gd.a.sohu.com 567
1589324402.819693550 2 gd.a.sohu.com f7hk.a.sohu.com 7167
1589324402.819693550 3 f7hk.a.sohu.com search.sohu.com 87
1589324402.828470817 1 uis.mp.sohu.com gd.a.sohu.com 567
1589324402.828470817 2 gd.a.sohu.com f7hk.a.sohu.com 7167
