1589449138.452582459 1 mama.cn mama.cn 599
1589449138.971270346 1 www.mama.cn cname.mama.cn 599
1589449138.971270346 2 cname.mama.cn www.mama.cn 0
1589449140.248656056 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589449140.248656056 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589449140.248656056 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589449140.248656056 9 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589449142.026648509 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589449142.026648509 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
1589449142.026648509 3 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 4 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 5 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 6 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 7 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 8 395745.p23.tc.cdntip.com 395745.p23.tc.cdntip.com 179
1589449142.026648509 9 395745.p23.tc.cdntip.com api-luke.mama.cn 179
1589449142.073222474 1 avatar.mama.cn avatar-mama-cn-idv9gs0.qiniudns.com 0
1589449142.073222474 2 avatar-mama-cn-idv9gs0.qiniudns.com tiny45.china.line.qiniudns.com 599
1589449142.073222474 3 tiny45.china.line.qiniudns.com tinychinacdnweb.qiniu.com.w.kunlunno.com 299
1589449142.073222474 4 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589449142.073222474 5 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589449142.073222474 6 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589449142.073222474 7 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589449142.073222474 8 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
1589449142.073222474 9 tinychinacdnweb.qiniu.com.w.kunlunno.com tinychinacdnweb.qiniu.com.w.kunlunno.com 59
