1589316838.448436888 1 mama.cn mama.cn 599
1589316838.636065876 1 accounts.google.com accounts.google.com 299
1589316842.675204246 1 www.mama.cn cname.mama.cn 599
1589316842.675204246 2 cname.mama.cn www.mama.cn 0
1589316844.055901472 1 static1.cdnmama.com static1.cdnmama.com.cdn.dnsv1.com 599
1589316844.055901472 2 static1.cdnmama.com.cdn.dnsv1.com 1922114.p23.tc.cdntip.com 599
1589316844.055901472 3 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 4 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 5 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 6 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 7 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 8 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 9 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 10 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 11 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 12 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 13 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 14 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 15 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 16 1922114.p23.tc.cdntip.com 1922114.p23.tc.cdntip.com 179
1589316844.055901472 17 1922114.p23.tc.cdntip.com static1.cdnmama.com 179
1589316845.204434382 1 <Root> rstdhyhgupazf 86367
1589316845.205813560 1 <Root> obxttltwxkp 86393
1589316845.213712584 1 <Root> bjgigdqrjd 86396
1589316845.948585679 1 m.mama.cn cname.mama.cn 599
1589316845.948585679 2 cname.mama.cn m.mama.cn 0
1589316846.496086611 1 api-luke.mama.cn api-luke.mama.cn.cdn.dnsv1.com 599
1589316846.496086611 2 api-luke.mama.cn.cdn.dnsv1.com 395745.p23.tc.cdntip.com 599
