1579824605.285787000 1 www.gstatic.com www.gstatic.com 119
1579824605.438051813 1 www.ulpgc.es cluster-web-ldap.ulpgc.es 1199
1579824605.438051813 2 cluster-web-ldap.ulpgc.es www.ulpgc.es 1199
1579824605.475656867 1 accounts.google.com accounts.google.com 299
1579824605.578625727 1 ocsp.digicert.com cs9.wac.phicdn.net 12148
1579824605.578625727 2 cs9.wac.phicdn.net ocsp.digicert.com 684
1579824610.022954915 1 www.google-analytics.com www-google-analytics.l.google.com 21599
1579824610.022954915 2 www-google-analytics.l.google.com www.google-analytics.com 299
1579824610.030702480 1 static.hotjar.com static.hotjar.com.c.section.io 809
1579824610.030702480 2 static.hotjar.com.c.section.io map16-100.s.section.io 197
1579824610.030702480 3 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 4 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 5 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 6 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 7 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 8 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 9 map16-100.s.section.io map16-100.s.section.io 119
1579824610.030702480 10 map16-100.s.section.io static.hotjar.com 119
1579824610.571753618 1 clients1.google.com clients.l.google.com 299
1579824610.571753618 2 clients.l.google.com clients1.google.com 299
1579824610.699718464 1 script.hotjar.com script.hotjar.com.c.section.io 1338
1579824610.699718464 2 script.hotjar.com.c.section.io map16-100.s.section.io 280
1579824610.699718464 3 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 4 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 5 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 6 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 7 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 8 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 9 map16-100.s.section.io map16-100.s.section.io 86
1579824610.699718464 10 map16-100.s.section.io script.hotjar.com 86
1579824610.788722532 1 vars.hotjar.com vars.hotjar.com.c.section.io 1566
1579824610.788722532 2 vars.hotjar.com.c.section.io map16-100.s.section.io 33
1579824610.788722532 3 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 4 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 5 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 6 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 7 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 8 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 9 map16-100.s.section.io map16-100.s.section.io 119
1579824610.788722532 10 map16-100.s.section.io vars.hotjar.com 119
1579824611.130861070 1 in.hotjar.com in.hotjar.com 11
1579824611.130861070 2 in.hotjar.com in.hotjar.com 11
1579824611.130861070 3 in.hotjar.com in.hotjar.com 11
1579824611.130861070 4 in.hotjar.com in.hotjar.com 11
1579824611.130861070 5 in.hotjar.com in.hotjar.com 11
1579824611.130861070 6 in.hotjar.com in.hotjar.com 11
1579824611.130861070 7 in.hotjar.com in.hotjar.com 11
1579824611.130861070 8 in.hotjar.com in.hotjar.com 11
1579824611.158801621 1 vc.hotjar.io vc.hotjar.io.c.section.io 2710
1579824611.158801621 2 vc.hotjar.io.c.section.io map16.e.section.io 179
1579824611.158801621 3 map16.e.section.io map16.e.section.io 119
1579824611.158801621 4 map16.e.section.io map16.e.section.io 119
1579824611.158801621 5 map16.e.section.io map16.e.section.io 119
1579824611.158801621 6 map16.e.section.io map16.e.section.io 119
1579824611.158801621 7 map16.e.section.io map16.e.section.io 119
1579824611.158801621 8 map16.e.section.io map16.e.section.io 119
1579824611.158801621 9 map16.e.section.io map16.e.section.io 119
1579824611.158801621 10 map16.e.section.io vc.hotjar.io 119
1579824612.221802349 1 <Root> vkuezohd 86387
1579824612.222758929 1 <Root> tdlouve 86372
1579824612.224261950 1 <Root> awmcsfvqy 86374
1579824616.373577684 1 update.googleapis.com update.googleapis.com 207
1579824617.939883578 1 ssl.gstatic.com ssl.gstatic.com 294
