1589445111.930204018 1 accounts.google.com accounts.google.com 299
1589445112.005603705 1 detik.com detik.com 299
1589445112.005603705 2 detik.com detik.com 299
1589445112.678082199 1 www.detik.com detik.com 20461
1589445112.678082199 2 detik.com detik.com 222
1589445112.678082199 3 detik.com www.detik.com 222
1589445113.621213973 1 m.detik.com m.detik.com 57
1589445113.621213973 2 m.detik.com m.detik.com 57
1589445114.845827524 1 awscdnstatic.detik.net.id awscdnstatic.detik.net.id 2771
1589445114.845827524 2 awscdnstatic.detik.net.id awscdnstatic.detik.net.id 2771
1589445115.151800753 1 awscdn.detik.net.id d51w8fcad83sv.cloudfront.net 3599
1589445115.151800753 2 d51w8fcad83sv.cloudfront.net d51w8fcad83sv.cloudfront.net 59
1589445115.151800753 3 d51w8fcad83sv.cloudfront.net d51w8fcad83sv.cloudfront.net 59
1589445115.151800753 4 d51w8fcad83sv.cloudfront.net d51w8fcad83sv.cloudfront.net 59
1589445115.151800753 5 d51w8fcad83sv.cloudfront.net awscdn.detik.net.id 59
1589445115.385819078 1 www.gstatic.com www.gstatic.com 170
1589445115.569685730 1 awsimages.detik.net.id akcdn.detik.net.id 3016
1589445115.569685730 2 akcdn.detik.net.id akcdn.detik.net.id 3016
1589445115.569685730 3 akcdn.detik.net.id awsimages.detik.net.id 3016
1589445115.790308518 1 cdnv.detik.com cdnv.detik.com 20808
1589445115.790308518 2 cdnv.detik.com cdnv.detik.com 20808
1589445115.798334407 1 www.googletagmanager.com www-googletagmanager.l.google.com 21599
1589445115.798334407 2 www-googletagmanager.l.google.com www.googletagmanager.com 299
1589445115.801204002 1 ads.pubmatic.com pubmatic.edgekey.net 262
1589445115.801204002 2 pubmatic.edgekey.net e6603.g.akamaiedge.net 19735
1589445115.801204002 3 e6603.g.akamaiedge.net ads.pubmatic.com 19
1589445115.802216965 1 ps.eyeota.net ps.eyeota.net 59
1589445116.005021612 1 akcdn.detik.net.id akcdn.detik.net.id 3298
1589445116.005021612 2 akcdn.detik.net.id akcdn.detik.net.id 3298
1589445116.005435188 1 20.detik.com 20.detik.com 21391
1589445116.005435188 2 20.detik.com 20.detik.com 21391
1589445116.016101576 1 b.scorecardresearch.com b.scorecardresearch.com.edgesuite.net 21596
1589445116.016101576 2 b.scorecardresearch.com.edgesuite.net a1294.w20.akamai.net 2793
1589445116.016101576 3 a1294.w20.akamai.net a1294.w20.akamai.net 19
1589445116.016101576 4 a1294.w20.akamai.net b.scorecardresearch.com 19
1589445116.060786987 1 cdn.detik.net.id cdn.detik.net.id 3494
1589445116.060786987 2 cdn.detik.net.id cdn.detik.net.id 3494
1589445116.061068835 1 securepubads.g.doubleclick.net partnerad.l.doubleclick.net 21599
1589445116.061068835 2 partnerad.l.doubleclick.net securepubads.g.doubleclick.net 299
1589445116.062335677 1 cdnstatic.detik.com cdnstatic.detik.com 20996
1589445116.062335677 2 cdnstatic.detik.com cdnstatic.detik.com 20996
1589445116.076976045 1 connect.detik.com connect.detik.com 10
1589445116.076976045 2 connect.detik.com connect.detik.com 10
1589445116.095980439 1 connect.facebook.net scontent.xx.fbcdn.net 3154
1589445116.095980439 2 scontent.xx.fbcdn.net connect.facebook.net 59
