1589402206.294355943 1 sohu.com sohu.com 599
1589402207.265505928 1 www.sohu.com gs.a.sohu.com 1799
1589402207.265505928 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589402207.265505928 3 fhk.a.sohu.com www.sohu.com 119
1589402208.883974766 1 29e5534ea20a8.cdn.sohucs.com 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 299
1589402208.883974766 2 29e5534ea20a8.cdn.sohucs.com.cdn.dnsv1.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 599
1589402208.883974766 3 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589402208.883974766 4 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589402208.883974766 5 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 179
1589402208.883974766 6 29e5534ea20a8.cdn.sohucs.com.tweb.sched.ovscdns.com 29e5534ea20a8.cdn.sohucs.com 179
1589402208.999086892 1 statics.itc.cn statics.itc.cn.o.sohu.com 599
1589402208.999086892 2 statics.itc.cn.o.sohu.com statics.itc.cn.cdn.dnsv1.com 599
1589402208.999086892 3 statics.itc.cn.cdn.dnsv1.com 013136df.tweb.sched.ovscdns.com 599
1589402208.999086892 4 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589402208.999086892 5 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589402208.999086892 6 013136df.tweb.sched.ovscdns.com 013136df.tweb.sched.ovscdns.com 179
1589402208.999086892 7 013136df.tweb.sched.ovscdns.com statics.itc.cn 179
1589402209.540859053 1 5b0988e595225.cdn.sohucs.com 5b0988e595225.cdn.sohucs.com.cdn.dnsv1.com 265
1589402209.540859053 2 5b0988e595225.cdn.sohucs.com.cdn.dnsv1.com 01313705.tweb.sched.ovscdns.com 565
1589402209.540859053 3 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 145
1589402209.540859053 4 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 145
1589402209.540859053 5 01313705.tweb.sched.ovscdns.com 01313705.tweb.sched.ovscdns.com 145
1589402209.540859053 6 01313705.tweb.sched.ovscdns.com 5b0988e595225.cdn.sohucs.com 145
1589402209.591973139 1 39d0825d09f05.cdn.sohucs.com 39d0825d09f05.cdn.sohucs.com.wsglb0.com 599
1589402209.591973139 2 39d0825d09f05.cdn.sohucs.com.wsglb0.com 39d0825d09f05.cdn.sohucs.com 59
1589402209.736938999 1 images.sohu.com images.sohu.com.cdn.dnsv1.com 1799
1589402209.736938999 2 images.sohu.com.cdn.dnsv1.com images.sohu.com.tweb.sched.ovscdns.com 599
1589402209.736938999 3 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589402209.736938999 4 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589402209.736938999 5 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com.tweb.sched.ovscdns.com 179
1589402209.736938999 6 images.sohu.com.tweb.sched.ovscdns.com images.sohu.com 179
1589402209.876411688 1 txt.go.sohu.com gd.a.sohu.com 599
1589402209.876411688 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402209.876411688 3 f7hk.a.sohu.com txt.go.sohu.com 119
1589402209.921508947 1 js.sohu.com gs.a.sohu.com 1799
1589402209.921508947 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589402209.921508947 3 fhk.a.sohu.com js.sohu.com 119
1589402210.125183326 1 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 209
1589402210.125183326 2 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 209
1589402210.125254935 1 ubuntu.com connectivity-check.ubuntu.com 924
1589402210.361988156 1 cpro.baidustatic.com cpro.baidustatic.com.a.bdydns.com 91
1589402210.361988156 2 cpro.baidustatic.com.a.bdydns.com opencdnbdwm.jomodns.com 119
1589402210.361988156 3 opencdnbdwm.jomodns.com cpro.baidustatic.com 59
1589402211.223609199 1 imp.optaim.com gd.a.sohu.com 184
1589402211.223609199 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402211.223609199 3 f7hk.a.sohu.com imp.optaim.com 119
1589402211.302467506 1 v4.passport.sohu.com gd.a.sohu.com 599
1589402211.302467506 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402211.302467506 3 f7hk.a.sohu.com v4.passport.sohu.com 119
1589402211.393541203 1 v2.sohu.com gs.a.sohu.com 599
1589402211.393541203 2 gs.a.sohu.com fhk.a.sohu.com 7199
1589402211.393541203 3 fhk.a.sohu.com v2.sohu.com 119
1589402211.506628463 1 pv.sohu.com gd.a.sohu.com 599
1589402211.506628463 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402211.506628463 3 f7hk.a.sohu.com pv.sohu.com 119
1589402211.514911890 1 track.sohu.com gd.a.sohu.com 599
1589402211.514911890 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402211.514911890 3 f7hk.a.sohu.com track.sohu.com 119
1589402211.552106337 1 imp.go.sohu.com gd.a.sohu.com 1799
1589402211.552106337 2 gd.a.sohu.com f7hk.a.sohu.com 7199
1589402211.552106337 3 f7hk.a.sohu.com imp.go.sohu.com 119
1589402211.855878419 1 i.go.sohu.com usa.gd.a.sohu.com 599
1589402211.855878419 2 usa.gd.a.sohu.com go.sohu.com.edgekey.net 599
1589402211.855878419 3 go.sohu.com.edgekey.net e1529.a.akamaiedge.net 21277
1589402211.855878419 4 e1529.a.akamaiedge.net i.go.sohu.com 19
1589402211.929490810 1 s.go.sohu.com usa.gd.a.sohu.com 599
1589402211.929490810 2 usa.gd.a.sohu.com go.sohu.com.edgekey.net 599
1589402211.929490810 3 go.sohu.com.edgekey.net e1529.a.akamaiedge.net 20926
1589402211.929490810 4 e1529.a.akamaiedge.net s.go.sohu.com 19
1589402212.594985790 1 imp.ad-plus.cn gd.a.sohu.com 599
1589402212.594985790 2 gd.a.sohu.com f7hk.a.sohu.com 7198
1589402212.594985790 3 f7hk.a.sohu.com imp.ad-plus.cn 118
1589402212.613671720 1 pos.baidu.com cb.e.shifen.com 3512
