1589388283.169037849 1 zhanqi.tv zhanqi.tv 599
1589388283.418270928 1 accounts.google.com accounts.google.com 96
1589388289.873079820 1 <Root> gmkspffbxrkosg 86397
1589388289.874305397 1 <Root> tfzihnk 86395
1589388289.875419263 1 <Root> yyzvkwwhbfzx 86374
1589388290.449976742 1 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 488
1589388290.449976742 2 connectivity-check.ubuntu.com connectivity-check.ubuntu.com 488
1589388290.470051391 1 ubuntu.com connectivity-check.ubuntu.com 1664
1589388292.873845050 1 ssl.gstatic.com ssl.gstatic.com 51
1589388308.252261755 1 www.zhanqi.tv www.zhanqi.tv.fastcdn.com 9
1589388308.252261755 2 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 3 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 4 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 5 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 6 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 7 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 8 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 9 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 10 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589388308.252261755 11 www.zhanqi.tv.fastcdn.com www.zhanqi.tv 119
