1589348041.259195112 1 accounts.google.com accounts.google.com 299
1589348041.325809321 1 zhanqi.tv zhanqi.tv 599
1589348047.797871413 1 <Root> qmyznvglr 86384
1589348047.798177842 1 <Root> uckqogx 86379
1589348047.799468580 1 <Root> teorhhdsu 86398
1589348050.790928307 1 ssl.gstatic.com ssl.gstatic.com 299
1589348059.431169999 1 www.zhanqi.tv www.zhanqi.tv.fastcdn.com 9
1589348059.431169999 2 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 3 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 4 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 5 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 6 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 7 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 8 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 9 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 10 www.zhanqi.tv.fastcdn.com www.zhanqi.tv.fastcdn.com 119
1589348059.431169999 11 www.zhanqi.tv.fastcdn.com www.zhanqi.tv 119
1589348060.813364349 1 static.zhanqi.tv static.zhanqi.tv.fastcdn.com 599
1589348060.813364349 2 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 3 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 4 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 5 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 6 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 7 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 8 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 9 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 10 static.zhanqi.tv.fastcdn.com static.zhanqi.tv.fastcdn.com 119
1589348060.813364349 11 static.zhanqi.tv.fastcdn.com static.zhanqi.tv 119
1589348062.407378015 1 img3.zhanqi.tv iduzhok.qiniudns.com 599
1589348062.407378015 2 iduzhok.qiniudns.com tiny009.china.line.qiniudns.com 299
1589348062.407378015 3 tiny009.china.line.qiniudns.com tiny.china.qiniu.com.trpcdn.net 299
1589348062.407378015 4 tiny.china.qiniu.com.trpcdn.net zqnweb.v.trpcdn.net 599
1589348062.407378015 5 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 6 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 7 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 8 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 9 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 10 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 11 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 12 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 13 zqnweb.v.trpcdn.net zqnweb.v.trpcdn.net 117
1589348062.407378015 14 zqnweb.v.trpcdn.net img3.zhanqi.tv 117
1589348062.751280456 1 img2.zhanqi.tv img2.zhanqi.tv.fastcdn.com 599
1589348062.751280456 2 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 3 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 4 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 5 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 6 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 7 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 8 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 9 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 10 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv.fastcdn.com 119
1589348062.751280456 11 img2.zhanqi.tv.fastcdn.com img2.zhanqi.tv 119
1589348062.797780581 1 h5player.zhanqi.tv h5player.zhanqi.tv.fastcdn.com 599
1589348062.797780581 2 h5player.zhanqi.tv.fastcdn.com h5player.zhanqi.tv.fastcdn.com 119
1589348062.797780581 3 h5player.zhanqi.tv.fastcdn.com h5player.zhanqi.tv 119
1589348063.029157665 1 img5.zhanqi.tv img5.zhanqi.tv.qiniudns.com 599
1589348063.029157665 2 img5.zhanqi.tv.qiniudns.com tiny32.china.line.qiniudns.com 599
1589348063.029157665 3 tiny32.china.line.qiniudns.com chinacdnweb.qiniu.com.w.kunlunno.com 299
1589348063.029157665 4 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 5 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 6 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 7 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 8 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 9 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 10 chinacdnweb.qiniu.com.w.kunlunno.com chinacdnweb.qiniu.com.w.kunlunno.com 59
1589348063.029157665 11 chinacdnweb.qiniu.com.w.kunlunno.com img5.zhanqi.tv 59
1589348064.344043877 1 clients1.google.com clients.l.google.com 143
1589348064.344043877 2 clients.l.google.com clients1.google.com 143
1589348064.359795310 1 translate.googleapis.com translate.googleapis.com 299
1589348064.498744469 1 log.reyun.com log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn 599
1589348064.498744469 2 log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn 59
1589348064.498744469 3 log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn 59
1589348064.498744469 4 log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn 59
1589348064.498744469 5 log-reyun-com-606039304.cn-north-1.elb.amazonaws.com.cn log.reyun.com 59
